order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status,payment_method,shipping_address
4356,2525,76,2023-11-29,,,,Delivered,Crypto,"456 Oak Ave, Los Angeles"
4357,2696,398,2024-04-06,,159.96,,Returned,Credit Card,"456 Oak Ave, Los Angeles"
4358,404,311,2023-06-11,,,,Shipped,Debit Card,"789 Pine Rd, Chicago"
4359,2790,361,2024-07-25,,,,Cancelled,,UNKNOWN
4360,751,58,,,,,Delivered,Debit Card,UNKNOWN
4361,284,404,2024-09-27,1.0,,,Shipped,Credit Card,UNKNOWN
4362,2940,427,2024-03-23,1.0,370.2,370.2,Processing,Credit Card,UNKNOWN
4363,437,347,2024-04-06,2.0,,,Delivered,Credit Card,"456 Oak Ave, Los Angeles"
4364,1016,456,2023-09-08,,,,Pending,PayPal,
4365,2026,373,2024-06-30,,231.1,,Cancelled,Credit Card,UNKNOWN
4366,1516,195,,,329.68,,Delivered,,"456 Oak Ave, Los Angeles"
4367,1737,425,,,,,Pending,,UNKNOWN
4368,94,111,2023-06-15,,,,Pending,Credit Card,"456 Oak Ave, Los Angeles"
4369,1171,22,2023-08-28,,,,Shipped,Cash,"123 Main St, New York"
4370,1611,419,2024-09-13,,,,Shipped,Cash,"789 Pine Rd, Chicago"
4371,1464,453,2024-11-18,,,,Shipped,Debit Card,
4372,2477,169,2024-10-12,8.0,,,Cancelled,Debit Card,"123 Main St, New York"
4373,831,144,2023-12-25,7.0,,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
4374,169,499,2024-06-18,9.0,168.15,1513.35,Cancelled,Cash,
4375,2973,107,,,,,Shipped,PayPal,
4376,453,54,2024-12-30,3.0,,,Cancelled,Debit Card,UNKNOWN
4377,2887,442,2024-01-10,,206.74,,Returned,Debit Card,"123 Main St, New York"
4378,2652,179,,8.0,,,Delivered,,
4379,68,219,2023-12-09,,,,Shipped,,
4380,1866,217,2024-09-27,6.0,,,Delivered,Debit Card,"123 Main St, New York"
4381,267,20,2024-09-18,8.0,,,Pending,PayPal,"123 Main St, New York"
4382,2917,173,2024-01-20,,,,Processing,Cash,"456 Oak Ave, Los Angeles"
4383,2428,194,2024-01-04,,,,Delivered,Cash,UNKNOWN
4384,2001,374,2023-01-10,,,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
4385,2802,32,2024-10-30,,,,Shipped,Crypto,
4386,2622,384,2024-09-30,,,,Cancelled,Credit Card,
4387,2327,19,2024-02-21,6.0,,,Cancelled,Credit Card,UNKNOWN
4388,2303,264,2024-05-18,,476.42,,Delivered,Crypto,"456 Oak Ave, Los Angeles"
4389,420,361,,6.0,276.34,1658.04,Cancelled,Cash,"456 Oak Ave, Los Angeles"
4390,2864,157,,,,,Pending,Debit Card,"456 Oak Ave, Los Angeles"
4391,911,363,,5.0,262.4,1312.0,Returned,Debit Card,
4392,2538,155,2023-12-03,,,,Shipped,,UNKNOWN
4393,1242,282,2023-01-12,,,,Cancelled,,"456 Oak Ave, Los Angeles"
4394,865,244,,,,,Returned,Crypto,"456 Oak Ave, Los Angeles"
4395,1677,412,,,,,Cancelled,Crypto,"456 Oak Ave, Los Angeles"
4396,1521,305,2023-12-09,10.0,,,Pending,PayPal,"123 Main St, New York"
4397,2717,446,2024-07-30,,,,Cancelled,,"789 Pine Rd, Chicago"
4398,623,461,2023-06-23,4.0,,,Processing,,UNKNOWN
4399,1394,160,2024-11-20,,,,Pending,Credit Card,"789 Pine Rd, Chicago"
4400,546,416,,,,,Delivered,,
4401,2032,375,2024-03-04,,259.83,,Processing,,
4402,1907,424,2024-12-24,,,,Pending,Cash,UNKNOWN
4403,2363,54,2023-07-25,,,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
4404,394,281,2024-11-18,1.0,,,Processing,Debit Card,UNKNOWN
4405,1549,372,2023-09-26,5.0,,,Unknown,PayPal,"789 Pine Rd, Chicago"
4406,605,221,2024-07-02,7.0,,,Returned,Crypto,
4407,1927,75,2024-03-12,,,,Shipped,Debit Card,"456 Oak Ave, Los Angeles"
4408,1805,351,2024-01-03,,,,Shipped,PayPal,"123 Main St, New York"
4409,2267,327,2023-11-19,,175.69,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
4410,26,128,2023-08-03,,,,Processing,Crypto,"123 Main St, New York"
4411,1861,68,,,,,Processing,Crypto,UNKNOWN
4412,7,153,2023-06-25,9.0,,,Shipped,PayPal,"456 Oak Ave, Los Angeles"
4413,2476,10,2024-06-01,,,,Cancelled,,
4414,726,17,,,,,Pending,PayPal,
4415,500,473,2023-02-05,9.0,,,Returned,Debit Card,"456 Oak Ave, Los Angeles"
4416,1773,348,,,,,Shipped,PayPal,UNKNOWN
4417,463,170,2023-05-12,,365.81,,Shipped,Credit Card,
4418,2467,36,2024-04-02,,,,Delivered,PayPal,
4419,2593,166,2023-02-23,,,,Cancelled,,
4420,1701,494,2024-08-04,,433.16,,Shipped,Crypto,"789 Pine Rd, Chicago"
4421,2383,69,,,,,Shipped,PayPal,
4422,2976,125,,,,,Delivered,Debit Card,
4423,886,125,,,,,Processing,Debit Card,
4424,448,14,2023-04-30,2.0,469.86,939.72,Cancelled,Credit Card,UNKNOWN
4425,1412,468,,,,,Cancelled,Debit Card,
4426,2812,447,,,,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
4427,1596,46,2023-02-12,5.0,184.13,920.65,Cancelled,Credit Card,"123 Main St, New York"
4428,1100,75,2024-01-27,9.0,,,Shipped,Cash,
4429,1682,467,2024-01-10,,,,Processing,Credit Card,"123 Main St, New York"
4430,859,434,2023-10-06,8.0,,,Processing,PayPal,"123 Main St, New York"
4431,1820,131,2023-01-01,,,,Returned,Crypto,UNKNOWN
4432,1579,426,,9.0,324.01,2916.09,Unknown,Debit Card,
4433,503,23,2024-09-30,9.0,394.58,3551.22,Delivered,Cash,
4434,135,472,2023-01-20,,,,Processing,Crypto,
4435,1780,352,2023-11-27,10.0,,,Delivered,Crypto,
4436,1335,343,,9.0,,,Delivered,Crypto,"456 Oak Ave, Los Angeles"
4437,2851,4,,7.0,,,Delivered,Credit Card,"456 Oak Ave, Los Angeles"
4438,2279,410,2023-05-05,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
4439,1033,136,,3.0,439.15,1317.45,Delivered,Debit Card,
4440,2514,498,2024-03-29,4.0,,,Pending,Cash,UNKNOWN
4441,774,327,2023-01-27,2.0,107.48,214.96,Shipped,PayPal,"123 Main St, New York"
4442,2446,195,2024-04-12,,,,Processing,Credit Card,"789 Pine Rd, Chicago"
4443,2288,136,,,,,Processing,Debit Card,
4444,267,489,2023-09-11,,,,Processing,Credit Card,UNKNOWN
4445,1927,92,2024-08-27,8.0,293.19,2345.52,Pending,,"456 Oak Ave, Los Angeles"
4446,1082,157,,,23.12,,Returned,PayPal,"789 Pine Rd, Chicago"
4447,145,250,,,,,Shipped,,UNKNOWN
4448,736,122,2024-03-10,9.0,,,Returned,Credit Card,
4449,57,462,2023-08-23,,,,Pending,Credit Card,"456 Oak Ave, Los Angeles"
4450,2047,75,2023-10-06,,,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
4451,1241,184,,,,,Shipped,,"456 Oak Ave, Los Angeles"
4452,2939,373,2024-05-21,10.0,299.52,2995.2,Shipped,,"456 Oak Ave, Los Angeles"
4453,517,109,2024-01-11,7.0,,,Pending,Crypto,
4454,2742,42,,,,,Pending,Credit Card,UNKNOWN
4455,209,351,2023-05-11,,,,Pending,PayPal,
4456,1782,376,2024-08-30,,496.39,,Delivered,Credit Card,
4457,2602,475,,,164.36,,Cancelled,Credit Card,"456 Oak Ave, Los Angeles"
4458,2057,101,2023-06-30,,,,Processing,Debit Card,"789 Pine Rd, Chicago"
4459,2728,298,2024-05-27,,,,Pending,Cash,UNKNOWN
4460,63,21,2023-10-25,,,,Cancelled,PayPal,"789 Pine Rd, Chicago"
4461,2664,236,2024-04-05,,,,Shipped,,"789 Pine Rd, Chicago"
4462,1663,122,2024-04-03,10.0,,,Cancelled,Credit Card,"456 Oak Ave, Los Angeles"
4463,372,459,2024-06-09,,289.12,,Processing,Credit Card,UNKNOWN
4464,990,441,2024-01-30,,,,Pending,,UNKNOWN
4465,1199,500,2023-02-24,,,,Processing,,
4466,2379,395,2024-01-17,,,,Processing,Credit Card,"789 Pine Rd, Chicago"
4467,2508,142,2023-07-02,,,,Pending,PayPal,
4468,1854,378,,,,,Returned,Crypto,"789 Pine Rd, Chicago"
4469,396,205,2023-09-20,,,,Pending,Crypto,"456 Oak Ave, Los Angeles"
4470,1393,52,,,,,Delivered,Debit Card,"456 Oak Ave, Los Angeles"
4471,1804,8,2023-07-05,,,,Shipped,Crypto,"123 Main St, New York"
4472,505,20,,,,,Unknown,PayPal,
4473,330,379,2023-11-26,,37.01,,Shipped,Crypto,
4474,1797,499,2024-06-22,,,,Pending,Credit Card,"456 Oak Ave, Los Angeles"
4475,2629,395,2024-05-15,4.0,331.37,1325.48,Processing,Debit Card,"123 Main St, New York"
4476,2043,492,2023-09-02,,,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
4477,1975,242,2023-06-25,10.0,,,Cancelled,,UNKNOWN
4478,2307,318,2023-10-13,,,,Cancelled,,UNKNOWN
4479,2331,152,,,,,Cancelled,PayPal,UNKNOWN
4480,376,304,2023-01-24,,392.36,,Returned,PayPal,"789 Pine Rd, Chicago"
4481,2073,53,,,487.17,,Unknown,Credit Card,
4482,173,290,2024-01-29,,,,Unknown,Debit Card,
4483,505,273,,,288.59,,Cancelled,PayPal,UNKNOWN
4484,799,174,,,,,Shipped,PayPal,"456 Oak Ave, Los Angeles"
4485,2219,271,,9.0,,,Pending,Debit Card,
4486,2172,413,2024-06-30,,119.82,,Processing,PayPal,
4487,2470,214,,,208.1,,Processing,Crypto,"123 Main St, New York"
4488,429,172,2023-10-02,4.0,91.47,365.88,Cancelled,Crypto,UNKNOWN
4489,308,68,2023-04-30,,,,Shipped,Credit Card,"123 Main St, New York"
4490,157,277,2023-07-04,,,,Delivered,Credit Card,"789 Pine Rd, Chicago"
4491,640,146,2023-11-03,,,,Delivered,Cash,"456 Oak Ave, Los Angeles"
4492,2438,412,2024-12-13,,,,Pending,Debit Card,"123 Main St, New York"
4493,2432,439,2023-04-18,,32.32,,Delivered,Debit Card,"123 Main St, New York"
4494,2620,187,2024-09-13,,,,Processing,Credit Card,"456 Oak Ave, Los Angeles"
4495,65,168,2024-10-14,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
4496,2582,461,,,,,Delivered,Cash,"789 Pine Rd, Chicago"
4497,1676,105,2023-01-08,,,,Processing,Credit Card,"123 Main St, New York"
4498,264,9,2023-05-21,,,,Pending,Debit Card,"456 Oak Ave, Los Angeles"
4499,2074,441,2024-09-23,,,,Returned,PayPal,
4500,2437,426,2023-10-10,,262.72,,Cancelled,Credit Card,
4501,2187,260,,,,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
4502,478,340,,,,,Processing,PayPal,"456 Oak Ave, Los Angeles"
4503,2320,423,2024-12-24,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
4504,2328,8,,,269.49,,Returned,Debit Card,"123 Main St, New York"
4505,2529,423,2023-08-18,,,,Returned,Debit Card,
4506,994,142,2023-05-14,,,,Processing,Debit Card,"789 Pine Rd, Chicago"
4507,2615,402,2023-03-31,,,,Returned,Credit Card,
4508,2661,37,2024-03-01,7.0,287.31,2011.17,Processing,Debit Card,"456 Oak Ave, Los Angeles"
4509,152,67,,,,,Shipped,Debit Card,"123 Main St, New York"
4510,446,170,2023-04-05,,,,Shipped,PayPal,
4511,93,173,2023-05-18,,,,Pending,Debit Card,"123 Main St, New York"
4512,765,432,2024-08-09,,,,Pending,Credit Card,"123 Main St, New York"
4513,2728,10,2023-05-08,,,,Returned,Crypto,"456 Oak Ave, Los Angeles"
4514,1189,389,2023-02-24,,,,Shipped,Credit Card,UNKNOWN
4515,187,31,2024-03-19,,,,Cancelled,Credit Card,"456 Oak Ave, Los Angeles"
4516,2967,280,2023-12-08,,,,Processing,Cash,
4517,113,241,2023-02-06,8.0,,,Pending,Cash,"456 Oak Ave, Los Angeles"
4518,2331,429,2024-05-29,,465.78,,Processing,Crypto,
4519,781,354,,,235.7,,Processing,,"456 Oak Ave, Los Angeles"
4520,1978,494,2024-12-27,4.0,,,Cancelled,PayPal,"789 Pine Rd, Chicago"
4521,757,171,2023-12-22,,,,Pending,PayPal,UNKNOWN
4522,518,59,2023-06-11,,208.19,,Delivered,PayPal,"456 Oak Ave, Los Angeles"
4523,713,194,2024-02-18,9.0,54.58,491.22,Delivered,Credit Card,
4524,2996,82,,,393.78,,Shipped,Debit Card,
4525,2484,14,2024-09-09,,,,Processing,Debit Card,"456 Oak Ave, Los Angeles"
4526,923,157,,3.0,,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
4527,2475,483,2024-08-06,,,,Pending,Debit Card,
4528,909,495,,,,,Processing,Crypto,UNKNOWN
4529,1248,265,2024-10-06,,,,Returned,Debit Card,UNKNOWN
4530,2700,327,2023-02-11,3.0,,,Pending,Crypto,"123 Main St, New York"
4531,1769,27,,,,,Returned,Crypto,
4532,2628,108,2024-02-25,,204.93,,Cancelled,Crypto,"123 Main St, New York"
4533,2001,339,2024-12-02,,446.26,,Pending,Cash,"789 Pine Rd, Chicago"
4534,131,317,,,,,Cancelled,,"123 Main St, New York"
4535,508,310,2023-12-18,,84.89,,Shipped,Credit Card,UNKNOWN
4536,2653,384,2023-10-05,,,,Cancelled,Credit Card,
4537,244,220,,,,,Cancelled,Cash,"456 Oak Ave, Los Angeles"
4538,311,429,2024-04-05,7.0,,,Delivered,Credit Card,UNKNOWN
4539,1540,142,2024-10-30,,,,Shipped,Crypto,UNKNOWN
4540,89,441,,6.0,,,Pending,Cash,
4541,2711,217,,,,,Shipped,Cash,
4542,2132,424,2023-07-16,,364.69,,Pending,Cash,
4543,1688,373,2024-04-28,,,,Returned,,"789 Pine Rd, Chicago"
4544,1227,100,2023-01-31,1.0,,,Pending,,
4545,505,250,2024-01-02,7.0,,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
4546,959,465,2024-09-20,9.0,,,Cancelled,Crypto,
4547,2415,436,2023-10-07,,307.42,,Processing,Crypto,
4548,1453,25,,,481.61,,Cancelled,Cash,
4549,2142,215,2023-10-14,,,,Shipped,,
4550,1550,283,2023-08-06,,,,Delivered,Crypto,
4551,468,102,2024-04-08,5.0,208.7,1043.5,Returned,Cash,
4552,1546,149,2023-01-04,,,,Cancelled,Debit Card,
4553,816,57,2024-03-31,,,,Unknown,Cash,"123 Main St, New York"
4554,2542,317,2023-03-28,,,,Shipped,Credit Card,
4555,1447,5,2024-08-02,,303.64,,Pending,Crypto,
4556,2542,61,2024-12-14,4.0,,,Cancelled,Credit Card,UNKNOWN
4557,1679,163,2024-07-31,7.0,,,Processing,Crypto,
4558,2736,69,,,424.13,,Shipped,Crypto,"456 Oak Ave, Los Angeles"
4559,1577,23,,,,,Cancelled,PayPal,"123 Main St, New York"
4560,1806,449,2023-05-04,7.0,,,Shipped,Cash,"123 Main St, New York"
4561,1333,433,2024-08-30,,,,Shipped,Credit Card,
4562,2390,8,2024-02-07,,458.98,,Unknown,,"789 Pine Rd, Chicago"
4563,787,302,2023-07-19,,,,Cancelled,PayPal,
4564,1633,372,,,192.89,,Pending,,
4565,2192,281,2023-05-18,,50.71,,Delivered,PayPal,
4566,1163,452,,,,,Processing,Cash,
4567,839,114,2024-05-13,,,,Delivered,Debit Card,"123 Main St, New York"
4568,2160,89,,6.0,,,Returned,Debit Card,
4569,850,420,2023-08-18,8.0,,,Delivered,Cash,"123 Main St, New York"
4570,2628,17,2024-05-14,5.0,,,Processing,PayPal,"789 Pine Rd, Chicago"
4571,1422,250,2023-06-11,,,,Shipped,Credit Card,
4572,1944,294,,8.0,216.22,1729.76,Returned,Credit Card,"789 Pine Rd, Chicago"
4573,2530,176,,,,,Shipped,Crypto,"456 Oak Ave, Los Angeles"
4574,894,458,2024-04-20,,193.44,,Returned,Cash,"789 Pine Rd, Chicago"
4575,2392,20,2024-04-26,1.0,,,Shipped,,
4576,1327,118,2024-03-08,,,,Delivered,Cash,"456 Oak Ave, Los Angeles"
4577,1285,372,2024-10-07,,,,Returned,,"123 Main St, New York"
4578,486,85,2024-05-13,5.0,,,Cancelled,PayPal,"123 Main St, New York"
4579,286,20,2023-12-09,,395.06,,Delivered,PayPal,"123 Main St, New York"
4580,1022,439,2024-04-12,,121.79,,Cancelled,Cash,
4581,1909,224,2023-05-23,4.0,,,Shipped,,
4582,1080,492,2024-09-25,,,,Cancelled,,
4583,628,434,2023-07-16,10.0,340.29,3402.9,Cancelled,Credit Card,
4584,2648,146,,,,,Returned,PayPal,"789 Pine Rd, Chicago"
4585,2695,153,2023-01-15,,354.85,,Shipped,PayPal,
4586,1856,271,2024-10-25,,,,Unknown,Credit Card,
4587,1760,451,2024-08-07,,,,Cancelled,Credit Card,
4588,214,275,2024-10-18,,,,Pending,Debit Card,
4589,1024,185,2023-07-20,4.0,,,Pending,Debit Card,"456 Oak Ave, Los Angeles"
4590,403,88,2023-07-25,,,,Unknown,Credit Card,UNKNOWN
4591,1291,366,2024-05-30,,,,Cancelled,Credit Card,
4592,1691,8,,,,,Cancelled,,"123 Main St, New York"
4593,2595,100,2024-09-28,,,,Shipped,Debit Card,"456 Oak Ave, Los Angeles"
4594,544,470,2023-10-16,7.0,,,Unknown,PayPal,"789 Pine Rd, Chicago"
4595,920,159,,,,,Cancelled,Crypto,UNKNOWN
4596,1302,145,2024-05-01,,,,Delivered,PayPal,"789 Pine Rd, Chicago"
4597,2041,256,2024-07-07,,,,Processing,Debit Card,
4598,685,260,2024-11-02,,457.71,,Delivered,Credit Card,UNKNOWN
4599,651,14,2024-04-08,10.0,,,Unknown,Debit Card,"456 Oak Ave, Los Angeles"
4600,2870,187,2024-07-10,6.0,,,Shipped,Debit Card,
4601,798,343,,6.0,,,Processing,Cash,UNKNOWN
4602,2282,286,2024-07-14,,,,Returned,Credit Card,UNKNOWN
4603,1961,134,2023-01-23,,159.41,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
4604,2813,310,2023-06-25,4.0,,,Returned,Cash,"123 Main St, New York"
4605,1964,130,,,,,Delivered,Crypto,UNKNOWN
4606,1556,121,2024-08-13,,,,Shipped,PayPal,"789 Pine Rd, Chicago"
4607,122,304,2024-02-10,,279.17,,Cancelled,,"456 Oak Ave, Los Angeles"
4608,1732,491,2023-10-22,,490.28,,Pending,Cash,
4609,1956,142,2024-08-22,,135.61,,Cancelled,Crypto,"123 Main St, New York"
4610,1782,92,2024-09-24,,,,Cancelled,,
4611,232,107,2024-09-14,,,,Cancelled,PayPal,UNKNOWN
4612,2625,46,2023-01-03,,116.35,,Processing,PayPal,"789 Pine Rd, Chicago"
4613,2885,391,2024-06-13,,,,Cancelled,Debit Card,UNKNOWN
4614,1273,232,,7.0,,,Shipped,Credit Card,"789 Pine Rd, Chicago"
4615,2574,121,2024-07-21,3.0,,,Processing,Credit Card,
4616,496,125,2023-09-10,,,,Pending,Credit Card,
4617,1805,389,2023-10-10,5.0,,,Returned,,"456 Oak Ave, Los Angeles"
4618,319,462,2024-08-10,,,,Processing,Credit Card,
4619,2469,378,2024-08-21,,,,Cancelled,Cash,
4620,1751,256,2023-08-12,,,,Processing,Credit Card,"123 Main St, New York"
4621,1330,355,,,,,Delivered,Debit Card,
4622,2685,75,2024-08-21,,337.99,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
4623,2490,181,,,,,Processing,Credit Card,
4624,680,168,2023-12-13,5.0,394.38,1971.9,Returned,Debit Card,
4625,2999,470,,,,,Delivered,PayPal,
4626,1489,69,2023-01-12,,462.67,,Delivered,,UNKNOWN
4627,1072,22,2023-03-17,5.0,,,Shipped,,UNKNOWN
4628,1857,130,2023-07-22,,,,Cancelled,Cash,
4629,62,20,2023-11-15,,,,Returned,,UNKNOWN
4630,2704,169,2023-05-21,,,,Delivered,Credit Card,"123 Main St, New York"
4631,2843,156,2023-07-19,,103.16,,Delivered,Debit Card,"123 Main St, New York"
4632,2524,29,,,,,Returned,,"456 Oak Ave, Los Angeles"
4633,1399,306,2024-12-29,,254.53,,Unknown,Credit Card,"789 Pine Rd, Chicago"
4634,2591,91,2024-06-20,10.0,,,Cancelled,Debit Card,"123 Main St, New York"
4635,848,461,2024-01-26,3.0,,,Processing,Cash,UNKNOWN
4636,594,381,2023-09-12,,,,Shipped,Debit Card,"789 Pine Rd, Chicago"
4637,814,196,2024-10-25,3.0,,,Cancelled,,"123 Main St, New York"
4638,2875,319,2023-11-16,2.0,,,Pending,PayPal,
4639,856,139,2024-07-23,,482.3,,Pending,Crypto,"789 Pine Rd, Chicago"
4640,1531,367,2023-04-25,,313.17,,Processing,Credit Card,"456 Oak Ave, Los Angeles"
4641,558,88,2023-10-28,,,,Shipped,Debit Card,"456 Oak Ave, Los Angeles"
4642,595,46,2024-03-29,,,,Pending,Crypto,"123 Main St, New York"
4643,2582,309,,,230.0,,Shipped,Credit Card,"456 Oak Ave, Los Angeles"
4644,1868,460,2023-10-04,,,,Processing,Debit Card,
4645,536,263,2024-08-14,1.0,,,Pending,,
4646,2777,256,2024-12-10,,,,Delivered,Debit Card,"789 Pine Rd, Chicago"
4647,2953,63,2024-06-17,,,,Shipped,Credit Card,"789 Pine Rd, Chicago"
4648,1708,337,2024-05-19,,,,Pending,Crypto,"456 Oak Ave, Los Angeles"
4649,240,170,2024-05-09,,,,Unknown,,
4650,1372,495,2024-07-29,,,,Delivered,PayPal,"789 Pine Rd, Chicago"
4651,715,408,,,,,Delivered,PayPal,"456 Oak Ave, Los Angeles"
4652,775,149,2024-05-07,,,,Processing,Crypto,
4653,1019,317,2024-11-02,,,,Processing,,"456 Oak Ave, Los Angeles"
4654,1013,240,2023-10-17,2.0,,,Processing,PayPal,"123 Main St, New York"
4655,2505,276,2024-10-31,,,,Processing,Credit Card,"456 Oak Ave, Los Angeles"
4656,1777,62,2024-03-13,3.0,,,Cancelled,PayPal,UNKNOWN
4657,1921,488,2024-02-11,7.0,414.0,2898.0,Delivered,Credit Card,
4658,2601,61,2023-05-20,6.0,392.17,2353.02,Unknown,Crypto,"789 Pine Rd, Chicago"
4659,2339,23,2023-07-05,,,,Cancelled,Crypto,
4660,2118,369,2023-03-09,,,,Returned,,
4661,477,144,,,249.85,,Unknown,PayPal,
4662,723,268,,,,,Returned,Debit Card,
4663,876,172,2024-02-21,6.0,,,Delivered,PayPal,UNKNOWN
4664,1668,151,2023-10-15,,,,Pending,PayPal,"789 Pine Rd, Chicago"
4665,1633,75,,,,,Unknown,Debit Card,"123 Main St, New York"
4666,2516,386,2024-02-13,,,,Returned,,UNKNOWN
4667,1609,115,2024-12-21,,,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
4668,2602,49,2023-09-02,,,,Processing,Cash,"456 Oak Ave, Los Angeles"
4669,1320,451,2024-12-29,,27.3,,Processing,Cash,
4670,1071,451,2024-07-29,,,,Cancelled,Debit Card,
4671,916,233,2024-07-26,9.0,,,Processing,PayPal,
4672,209,392,2024-03-13,,,,Cancelled,Debit Card,"123 Main St, New York"
4673,468,187,,,,,Returned,Credit Card,"456 Oak Ave, Los Angeles"
4674,2135,273,2023-07-15,,,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
4675,2194,156,,9.0,,,Unknown,Cash,UNKNOWN
4676,2477,436,,,349.05,,Delivered,Credit Card,
4677,1272,257,2023-08-29,,129.81,,Shipped,Debit Card,
4678,1991,273,2023-05-26,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
4679,1068,422,2024-03-11,,,,Cancelled,Credit Card,"123 Main St, New York"
4680,997,358,,,,,Delivered,Credit Card,"123 Main St, New York"
4681,631,97,2024-08-12,5.0,202.76,1013.8,Delivered,Crypto,
4682,1447,366,2024-10-16,8.0,,,Processing,Debit Card,"456 Oak Ave, Los Angeles"
4683,2460,376,2023-04-17,,,,Processing,Crypto,
4684,1001,248,2024-03-26,,,,Returned,Cash,UNKNOWN
4685,260,67,,,,,Pending,Crypto,UNKNOWN
4686,408,143,2024-05-09,,477.85,,Delivered,Cash,"456 Oak Ave, Los Angeles"
4687,205,180,2023-05-03,2.0,,,Shipped,,UNKNOWN
4688,2020,285,2023-01-23,,397.98,,Shipped,Debit Card,
4689,2824,350,2024-08-20,6.0,348.53,2091.18,Processing,Credit Card,"456 Oak Ave, Los Angeles"
4690,347,296,2024-06-06,7.0,,,Pending,,UNKNOWN
4691,1706,75,,,,,Cancelled,Cash,"789 Pine Rd, Chicago"
4692,1355,106,2023-07-14,,,,Shipped,Credit Card,"789 Pine Rd, Chicago"
4693,64,92,2024-10-20,,331.99,,Delivered,Debit Card,UNKNOWN
4694,674,220,2024-04-10,,,,Processing,PayPal,"123 Main St, New York"
4695,2346,23,,,20.79,,Unknown,PayPal,UNKNOWN
4696,2048,14,2023-10-25,,,,Returned,,"789 Pine Rd, Chicago"
4697,1250,340,2024-11-23,,444.6,,Returned,Cash,
4698,2319,18,2023-04-22,2.0,467.4,934.8,Processing,Credit Card,"456 Oak Ave, Los Angeles"
4699,2181,443,2024-05-17,,,,Shipped,,"789 Pine Rd, Chicago"
4700,955,98,2023-12-07,,8.56,,Delivered,Crypto,
4701,2345,270,2024-01-07,,,,Returned,Credit Card,"456 Oak Ave, Los Angeles"
4702,24,473,2023-11-06,,,,Cancelled,PayPal,"789 Pine Rd, Chicago"
4703,744,399,,,,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
4704,2697,285,2023-04-01,,219.09,,Delivered,Cash,"456 Oak Ave, Los Angeles"
4705,1429,166,,,,,Cancelled,PayPal,"789 Pine Rd, Chicago"
4706,1292,445,,,263.12,,Delivered,Crypto,"456 Oak Ave, Los Angeles"
4707,2778,76,2024-02-18,,,,Delivered,PayPal,UNKNOWN
4708,2804,104,2023-06-21,10.0,389.4,3894.0,Shipped,PayPal,UNKNOWN
4709,2298,457,,8.0,,,Returned,Crypto,"123 Main St, New York"
4710,544,351,,5.0,,,Shipped,Debit Card,"123 Main St, New York"
4711,1507,237,2023-03-24,,78.22,,Delivered,Cash,"456 Oak Ave, Los Angeles"
4712,2260,76,2023-08-04,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
4713,1260,466,2024-03-17,9.0,,,Shipped,Debit Card,"123 Main St, New York"
4714,1945,223,,,,,Processing,Credit Card,UNKNOWN
4715,1142,125,2024-12-17,,,,Cancelled,,UNKNOWN
4716,1569,7,2024-05-18,4.0,,,Returned,Credit Card,"789 Pine Rd, Chicago"
4717,288,326,2024-09-14,,,,Shipped,PayPal,
4718,1097,147,2024-12-13,,,,Cancelled,Crypto,
4719,219,50,2024-04-24,7.0,,,Shipped,Credit Card,"789 Pine Rd, Chicago"
4720,1621,159,2023-11-18,,,,Cancelled,Crypto,UNKNOWN
4721,1380,374,2024-11-11,4.0,472.47,1889.88,Cancelled,Crypto,UNKNOWN
4722,1538,437,,,,,Shipped,Credit Card,
4723,126,101,2023-02-17,,453.71,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
4724,862,234,2024-07-21,,,,Delivered,Debit Card,"789 Pine Rd, Chicago"
4725,1294,369,2023-03-10,,,,Delivered,PayPal,"123 Main St, New York"
4726,1071,285,2024-01-02,,,,Cancelled,Cash,"456 Oak Ave, Los Angeles"
4727,2723,338,2023-11-01,5.0,302.68,1513.4,Delivered,PayPal,
4728,1081,389,2023-10-16,,,,Shipped,,UNKNOWN
4729,2487,470,2023-06-12,6.0,,,Pending,Credit Card,"789 Pine Rd, Chicago"
4730,1876,117,2024-05-22,,,,Processing,Credit Card,"789 Pine Rd, Chicago"
